account_id,customer_id,account_type,account_status,currency,open_date,close_date,branch_code,branch_city,current_balance,avg_monthly_balance_6m,credit_limit,credit_utilization_pct,overdraft_enabled,card_type,is_joint_account,num_linked_devices,mobile_banking_enrolled,last_login_date,avg_monthly_txn_count,account_tier,risk_rating
ACC_000140,CUST_00094,CURRENT,ACTIVE,INR,2023-06-08,,BR131,Kolkata,338519.00,375991.21,0.00,0.00,f,GOLD,f,2,t,2026-09-02,14,SILVER,LOW
ACC_000141,CUST_00095,CURRENT,ACTIVE,INR,2019-08-05,,BR185,Gurugram,669825.00,632872.69,0.00,0.00,f,GOLD,f,3,t,2026-08-30,16,SILVER,LOW
ACC_000142,CUST_00095,NRE,ACTIVE,INR,2019-08-05,,BR135,Gurugram,686590.00,781247.94,0.00,0.00,f,GOLD,f,2,t,2026-09-13,32,SILVER,LOW
ACC_000143,CUST_00096,NRE,ACTIVE,INR,2023-04-23,,BR136,Pune,598171.00,491747.26,0.00,0.00,f,GOLD,f,2,t,2026-08-21,22,SILVER,LOW
ACC_000144,CUST_00097,SALARY,ACTIVE,INR,2021-08-11,,BR198,Mumbai,701523.00,836697.54,0.00,0.00,f,GOLD,f,2,t,2026-09-06,16,GOLD,LOW
ACC_000145,CUST_00097,NRE,ACTIVE,INR,2021-08-11,,BR188,Mumbai,131541.00,145926.37,0.00,0.00,f,CLASSIC,f,2,t,2026-09-07,27,SILVER,LOW
ACC_000146,CUST_00098,CURRENT,ACTIVE,INR,2023-11-09,,BR178,Chennai,10676.00,11536.73,0.00,0.00,f,GOLD,f,3,t,2026-08-28,15,SILVER,LOW
ACC_000147,CUST_00099,SALARY,ACTIVE,INR,2021-06-10,,BR188,Gurugram,409817.00,383694.31,0.00,0.00,f,CLASSIC,f,3,t,2026-09-19,30,SILVER,LOW
ACC_000148,CUST_00099,CURRENT,ACTIVE,INR,2021-06-10,,BR139,Gurugram,829936.00,760489.66,0.00,0.00,f,GOLD,f,1,t,2026-09-06,21,GOLD,LOW
ACC_000149,CUST_00100,NRE,ACTIVE,INR,2021-08-18,,BR163,Gurugram,771866.00,645713.74,0.00,0.00,f,GOLD,f,2,t,2026-09-15,8,SILVER,LOW
ACC_000150,CUST_00100,SAVINGS,ACTIVE,INR,2021-08-18,,BR160,Gurugram,760586.00,658071.04,0.00,0.00,f,GOLD,f,1,t,2026-09-16,20,GOLD,LOW
ACC_000151,CUST_00101,SAVINGS,ACTIVE,INR,2020-03-02,,BR153,Kolkata,881306.00,950776.92,0.00,0.00,f,GOLD,f,2,t,2026-09-07,8,SILVER,LOW
ACC_000152,CUST_00101,SALARY,ACTIVE,INR,2020-03-02,,BR116,Kolkata,770655.00,682328.02,0.00,0.00,f,CLASSIC,f,3,t,2026-08-31,14,GOLD,LOW
ACC_000153,CUST_00102,NRE,ACTIVE,INR,2020-12-16,,BR140,Bengaluru,43732.00,49670.91,0.00,0.00,f,GOLD,f,2,t,2026-09-18,30,GOLD,LOW
ACC_000154,CUST_00103,NRE,ACTIVE,INR,2018-10-23,,BR167,Pune,762654.00,788423.46,0.00,0.00,t,CLASSIC,f,2,t,2026-09-03,18,GOLD,MEDIUM
ACC_000155,CUST_00103,CURRENT,ACTIVE,INR,2018-10-23,,BR176,Pune,313619.00,251670.40,0.00,0.00,f,GOLD,f,1,t,2026-08-28,18,SILVER,MEDIUM
ACC_000156,CUST_00104,CURRENT,ACTIVE,INR,2024-01-14,,BR127,Hyderabad,493835.00,542073.72,0.00,0.00,f,CLASSIC,f,2,t,2026-09-10,23,SILVER,MEDIUM
ACC_000157,CUST_00104,NRE,ACTIVE,INR,2024-01-14,,BR167,Hyderabad,345916.00,316708.66,0.00,0.00,t,CLASSIC,f,2,t,2026-09-07,31,GOLD,MEDIUM
ACC_000158,CUST_00105,SAVINGS,ACTIVE,INR,2020-10-16,,BR149,Mumbai,386391.00,425484.28,0.00,0.00,t,GOLD,f,1,t,2026-09-07,9,SILVER,LOW
ACC_000159,CUST_00105,CURRENT,ACTIVE,INR,2020-10-16,,BR142,Mumbai,36546.00,29978.27,0.00,0.00,f,CLASSIC,f,2,t,2026-08-22,17,SILVER,LOW
ACC_000160,CUST_00106,CURRENT,ACTIVE,INR,2023-04-09,,BR122,Hyderabad,708989.00,646272.47,0.00,0.00,f,CLASSIC,f,1,t,2026-08-29,14,SILVER,LOW
ACC_000161,CUST_00106,SALARY,ACTIVE,INR,2023-04-09,,BR112,Hyderabad,877781.00,852329.88,0.00,0.00,f,GOLD,f,3,t,2026-09-14,10,SILVER,LOW
ACC_000162,CUST_00107,NRE,ACTIVE,INR,2018-03-20,,BR189,Hyderabad,252307.00,270866.49,0.00,0.00,f,GOLD,f,2,t,2026-09-15,22,GOLD,LOW
ACC_000163,CUST_00107,SALARY,ACTIVE,INR,2018-03-20,,BR198,Hyderabad,396404.00,454942.31,0.00,0.00,f,GOLD,f,1,t,2026-09-10,13,GOLD,LOW
ACC_000164,CUST_00108,NRE,ACTIVE,INR,2019-10-11,,BR104,Pune,270233.00,304889.40,0.00,0.00,f,GOLD,f,2,t,2026-08-26,24,SILVER,MEDIUM
ACC_000165,CUST_00108,SALARY,ACTIVE,INR,2019-10-11,,BR187,Pune,641939.00,668827.51,0.00,0.00,t,CLASSIC,f,1,t,2026-09-05,25,SILVER,MEDIUM
ACC_000166,CUST_00109,NRE,ACTIVE,INR,2018-03-12,,BR101,Chennai,426729.00,510588.80,0.00,0.00,f,CLASSIC,f,1,t,2026-08-21,16,SILVER,LOW
ACC_000167,CUST_00109,SALARY,ACTIVE,INR,2018-03-12,,BR195,Chennai,175425.00,187896.45,0.00,0.00,t,CLASSIC,f,1,t,2026-09-12,10,SILVER,LOW
ACC_000168,CUST_00110,NRE,ACTIVE,INR,2016-06-23,,BR174,Kolkata,474345.00,458382.17,0.00,0.00,f,GOLD,f,2,t,2026-09-16,32,SILVER,HIGH
ACC_000169,CUST_00110,SALARY,ACTIVE,INR,2016-06-23,,BR117,Kolkata,44843.00,40130.85,0.00,0.00,f,CLASSIC,f,2,t,2026-09-09,24,GOLD,HIGH
ACC_000170,CUST_00111,NRE,ACTIVE,INR,2017-04-23,,BR191,Kolkata,419599.00,364418.16,0.00,0.00,f,CLASSIC,f,3,t,2026-09-04,23,GOLD,LOW
ACC_000171,CUST_00112,SALARY,ACTIVE,INR,2024-09-11,,BR130,Hyderabad,876438.00,964352.38,0.00,0.00,t,CLASSIC,f,3,t,2026-09-06,21,SILVER,MEDIUM
ACC_000172,CUST_00112,NRE,ACTIVE,INR,2024-09-11,,BR119,Hyderabad,578918.00,655985.11,0.00,0.00,f,GOLD,f,1,t,2026-09-14,21,GOLD,MEDIUM
ACC_000173,CUST_00113,CURRENT,ACTIVE,INR,2023-05-22,,BR172,Gurugram,641737.00,597738.36,0.00,0.00,f,GOLD,f,3,t,2026-08-26,31,SILVER,LOW
ACC_000174,CUST_00114,NRE,ACTIVE,INR,2016-12-09,,BR190,Chennai,256819.00,291128.73,0.00,0.00,f,GOLD,f,3,t,2026-08-29,18,SILVER,MEDIUM
ACC_000175,CUST_00114,NRE,ACTIVE,INR,2016-12-09,,BR142,Chennai,677877.00,703166.24,0.00,0.00,t,GOLD,f,2,t,2026-08-31,11,GOLD,MEDIUM
ACC_000176,CUST_00115,SAVINGS,ACTIVE,INR,2024-06-07,,BR198,Bengaluru,66325.00,59167.14,0.00,0.00,f,GOLD,f,3,t,2026-09-02,25,SILVER,MEDIUM
ACC_000177,CUST_00115,NRE,ACTIVE,INR,2024-06-07,,BR106,Bengaluru,804067.00,713644.53,0.00,0.00,f,CLASSIC,f,2,t,2026-08-26,11,GOLD,MEDIUM
ACC_000178,CUST_00116,CURRENT,ACTIVE,INR,2021-01-15,,BR156,Kolkata,591156.00,655245.34,0.00,0.00,f,GOLD,f,3,t,2026-09-04,14,SILVER,LOW
ACC_000179,CUST_00117,CURRENT,ACTIVE,INR,2022-08-25,,BR120,Bengaluru,219092.00,237650.26,0.00,0.00,f,CLASSIC,f,2,t,2026-08-26,22,GOLD,LOW
ACC_000180,CUST_00118,NRE,ACTIVE,INR,2020-12-21,,BR128,Chennai,824186.00,960224.36,0.00,0.00,f,GOLD,f,2,t,2026-09-16,30,GOLD,LOW
ACC_000181,CUST_00119,NRE,ACTIVE,INR,2018-10-12,,BR183,Delhi,902806.00,878920.32,0.00,0.00,f,CLASSIC,f,2,t,2026-09-01,14,SILVER,HIGH
ACC_000182,CUST_00119,NRE,ACTIVE,INR,2018-10-12,,BR174,Delhi,817229.00,771992.58,0.00,0.00,f,CLASSIC,f,1,t,2026-09-17,8,GOLD,HIGH
ACC_000183,CUST_00120,NRE,ACTIVE,INR,2018-05-19,,BR116,Gurugram,697879.00,786204.23,0.00,0.00,f,GOLD,f,3,t,2026-08-30,24,SILVER,LOW
ACC_000184,CUST_00121,NRE,ACTIVE,INR,2019-09-08,,BR120,Hyderabad,735008.00,798096.96,0.00,0.00,f,GOLD,f,2,t,2026-09-02,23,GOLD,MEDIUM
ACC_000185,CUST_00122,SALARY,ACTIVE,INR,2024-10-11,,BR124,Delhi,143746.00,129454.73,0.00,0.00,f,CLASSIC,f,2,t,2026-09-01,21,GOLD,LOW
ACC_000186,CUST_00123,NRE,ACTIVE,INR,2021-04-05,,BR117,Chennai,241926.00,202818.62,0.00,0.00,f,CLASSIC,f,1,t,2026-09-05,16,SILVER,MEDIUM
ACC_000187,CUST_00123,SAVINGS,ACTIVE,INR,2021-04-05,,BR193,Chennai,397862.00,352191.66,0.00,0.00,f,CLASSIC,f,1,t,2026-08-28,23,GOLD,MEDIUM
ACC_000188,CUST_00124,SALARY,ACTIVE,INR,2020-10-18,,BR151,Kolkata,518080.00,570171.29,0.00,0.00,f,CLASSIC,f,1,t,2026-09-01,27,GOLD,MEDIUM
ACC_000189,CUST_00125,CURRENT,ACTIVE,INR,2017-05-22,,BR110,Gurugram,304358.00,362838.43,0.00,0.00,f,CLASSIC,f,3,t,2026-09-13,32,SILVER,MEDIUM
ACC_000190,CUST_00125,CURRENT,ACTIVE,INR,2017-05-22,,BR165,Gurugram,799819.00,847023.45,0.00,0.00,t,GOLD,f,3,t,2026-09-14,22,SILVER,MEDIUM
ACC_000191,CUST_00126,SAVINGS,ACTIVE,INR,2019-10-13,,BR195,Pune,497564.00,495666.29,0.00,0.00,f,CLASSIC,f,1,t,2026-08-30,15,GOLD,LOW
ACC_000192,CUST_00126,CURRENT,ACTIVE,INR,2019-10-13,,BR117,Pune,98565.00,79660.34,0.00,0.00,f,GOLD,f,3,t,2026-08-29,14,GOLD,LOW
ACC_000193,CUST_00127,SALARY,ACTIVE,INR,2015-06-21,,BR123,Pune,373510.00,310115.11,0.00,0.00,t,CLASSIC,f,1,t,2026-09-04,14,SILVER,LOW
ACC_000194,CUST_00128,NRE,ACTIVE,INR,2018-07-05,,BR141,Pune,758695.00,838186.26,0.00,0.00,t,GOLD,f,3,t,2026-09-17,27,SILVER,LOW
ACC_000195,CUST_00128,SALARY,ACTIVE,INR,2018-07-05,,BR117,Pune,757746.00,788720.75,0.00,0.00,f,GOLD,f,1,t,2026-09-09,32,SILVER,LOW
ACC_000196,CUST_00129,SAVINGS,ACTIVE,INR,2015-07-12,,BR144,Pune,517442.00,426828.73,0.00,0.00,f,GOLD,f,1,t,2026-09-09,28,SILVER,HIGH
ACC_000197,CUST_00129,SALARY,ACTIVE,INR,2015-07-12,,BR126,Pune,702304.00,719698.08,0.00,0.00,f,GOLD,f,1,t,2026-09-15,30,SILVER,HIGH
ACC_000198,CUST_00130,SALARY,ACTIVE,INR,2022-10-06,,BR117,Hyderabad,715746.00,786868.05,0.00,0.00,f,GOLD,f,2,t,2026-08-21,29,GOLD,MEDIUM
ACC_000199,CUST_00131,CURRENT,ACTIVE,INR,2023-08-28,,BR137,Bengaluru,99625.00,102618.66,0.00,0.00,t,GOLD,f,2,t,2026-09-01,24,SILVER,MEDIUM
ACC_000200,CUST_00131,NRE,ACTIVE,INR,2023-08-28,,BR195,Bengaluru,879562.00,821409.57,0.00,0.00,f,GOLD,f,2,t,2026-08-30,29,GOLD,MEDIUM
ACC_000201,CUST_00132,SAVINGS,ACTIVE,INR,2018-03-10,,BR188,Mumbai,486060.00,514968.45,0.00,0.00,f,GOLD,f,3,t,2026-08-24,28,SILVER,MEDIUM
ACC_000202,CUST_00132,CURRENT,ACTIVE,INR,2018-03-10,,BR112,Mumbai,543617.00,634776.46,0.00,0.00,f,GOLD,f,1,t,2026-09-04,24,SILVER,MEDIUM
ACC_000203,CUST_00133,NRE,ACTIVE,INR,2017-08-05,,BR113,Mumbai,352397.00,378304.09,0.00,0.00,f,GOLD,f,3,t,2026-09-16,8,SILVER,HIGH
ACC_000204,CUST_00134,NRE,ACTIVE,INR,2015-04-12,,BR136,Delhi,288714.00,299292.50,0.00,0.00,f,GOLD,f,2,t,2026-08-27,11,GOLD,MEDIUM
ACC_000205,CUST_00135,SAVINGS,ACTIVE,INR,2021-08-24,,BR110,Hyderabad,537468.00,511424.29,0.00,0.00,f,CLASSIC,f,1,t,2026-08-29,16,GOLD,LOW
ACC_000206,CUST_00136,SALARY,ACTIVE,INR,2024-06-03,,BR190,Gurugram,819888.00,714965.96,0.00,0.00,f,GOLD,f,3,t,2026-08-30,30,SILVER,LOW
ACC_000207,CUST_00137,CURRENT,ACTIVE,INR,2016-02-04,,BR114,Pune,583810.00,551032.13,0.00,0.00,f,GOLD,f,1,t,2026-09-06,19,SILVER,LOW
ACC_000208,CUST_00137,CURRENT,ACTIVE,INR,2016-02-04,,BR194,Pune,411785.00,422535.87,0.00,0.00,t,CLASSIC,f,1,t,2026-09-03,29,SILVER,LOW
ACC_000209,CUST_00138,CURRENT,ACTIVE,INR,2022-03-08,,BR193,Delhi,571930.00,642503.91,0.00,0.00,f,CLASSIC,f,1,t,2026-08-21,27,GOLD,LOW
ACC_000210,CUST_00139,SAVINGS,ACTIVE,INR,2018-09-10,,BR155,Pune,437504.00,473218.11,0.00,0.00,t,CLASSIC,f,2,t,2026-08-28,19,SILVER,MEDIUM
ACC_000211,CUST_00140,SAVINGS,ACTIVE,INR,2018-04-22,,BR137,Gurugram,316033.00,292674.12,0.00,0.00,t,GOLD,f,2,t,2026-09-01,14,GOLD,LOW
ACC_000212,CUST_00140,SALARY,ACTIVE,INR,2018-04-22,,BR182,Gurugram,27250.00,30026.33,0.00,0.00,t,CLASSIC,f,1,t,2026-09-16,30,SILVER,LOW
ACC_000213,CUST_00141,NRE,ACTIVE,INR,2019-03-02,,BR173,Kolkata,25870.00,20865.00,0.00,0.00,t,GOLD,f,2,t,2026-09-14,13,SILVER,LOW
ACC_000214,CUST_00142,NRE,ACTIVE,INR,2022-10-27,,BR198,Bengaluru,375370.00,339308.36,0.00,0.00,f,CLASSIC,f,1,t,2026-09-16,27,SILVER,LOW
ACC_000215,CUST_00143,SAVINGS,ACTIVE,INR,2019-05-21,,BR143,Kolkata,255210.00,213722.15,0.00,0.00,f,CLASSIC,f,3,t,2026-09-02,27,SILVER,HIGH
ACC_000216,CUST_00143,SALARY,ACTIVE,INR,2019-05-21,,BR129,Kolkata,383249.00,374169.41,0.00,0.00,t,GOLD,f,2,t,2026-08-22,30,SILVER,HIGH
ACC_000217,CUST_00144,NRE,ACTIVE,INR,2020-11-15,,BR145,Bengaluru,381056.00,367691.42,0.00,0.00,f,GOLD,f,1,t,2026-09-18,29,SILVER,LOW
ACC_000218,CUST_00145,SAVINGS,ACTIVE,INR,2024-08-01,,BR189,Hyderabad,218003.00,243755.68,0.00,0.00,t,GOLD,f,2,t,2026-09-01,20,SILVER,MEDIUM
ACC_000219,CUST_00145,CURRENT,ACTIVE,INR,2024-08-01,,BR136,Hyderabad,518601.00,514589.84,0.00,0.00,f,GOLD,f,1,t,2026-08-26,21,GOLD,MEDIUM
ACC_000220,CUST_00146,NRE,ACTIVE,INR,2020-12-20,,BR135,Pune,457616.00,502113.02,0.00,0.00,f,CLASSIC,f,2,t,2026-08-21,14,GOLD,LOW
ACC_000221,CUST_00147,CURRENT,ACTIVE,INR,2018-04-18,,BR107,Chennai,713702.00,751186.92,0.00,0.00,t,CLASSIC,f,2,t,2026-09-09,21,GOLD,MEDIUM
ACC_000222,CUST_00148,SAVINGS,ACTIVE,INR,2015-02-12,,BR181,Delhi,696519.00,678498.75,0.00,0.00,f,CLASSIC,f,3,t,2026-09-13,29,GOLD,LOW
ACC_000223,CUST_00149,NRE,ACTIVE,INR,2015-03-27,,BR192,Gurugram,193371.00,190411.20,0.00,0.00,t,CLASSIC,f,2,t,2026-08-22,27,GOLD,LOW
ACC_000224,CUST_00149,NRE,ACTIVE,INR,2015-03-27,,BR146,Gurugram,410348.00,384108.94,0.00,0.00,f,CLASSIC,f,3,t,2026-09-17,26,GOLD,LOW
ACC_000225,CUST_00150,SAVINGS,ACTIVE,INR,2020-07-09,,BR111,Mumbai,229538.00,221937.13,0.00,0.00,t,CLASSIC,f,3,t,2026-09-04,12,GOLD,LOW
ACC_000226,CUST_00151,CURRENT,ACTIVE,INR,2021-10-27,,BR192,Kolkata,149900.00,165900.55,0.00,0.00,f,CLASSIC,f,3,t,2026-09-08,25,SILVER,LOW
ACC_000227,CUST_00152,NRE,ACTIVE,INR,2022-11-19,,BR102,Delhi,310245.00,331086.45,0.00,0.00,f,GOLD,f,2,t,2026-09-01,22,SILVER,LOW
ACC_000228,CUST_00153,CURRENT,ACTIVE,INR,2017-02-18,,BR148,Kolkata,113192.00,121914.55,0.00,0.00,t,GOLD,f,1,t,2026-09-03,13,GOLD,LOW
ACC_000229,CUST_00154,NRE,ACTIVE,INR,2015-11-16,,BR115,Mumbai,796843.00,838266.39,0.00,0.00,f,CLASSIC,f,3,t,2026-09-10,15,SILVER,MEDIUM
ACC_000230,CUST_00154,NRE,ACTIVE,INR,2015-11-16,,BR178,Mumbai,149884.00,140980.20,0.00,0.00,t,CLASSIC,f,2,t,2026-08-21,22,SILVER,MEDIUM
ACC_000231,CUST_00155,SALARY,ACTIVE,INR,2017-09-18,,BR123,Pune,898601.00,912902.46,0.00,0.00,f,CLASSIC,f,1,t,2026-08-31,29,SILVER,LOW
ACC_000232,CUST_00156,SAVINGS,ACTIVE,INR,2022-05-27,,BR185,Pune,609489.00,567036.93,0.00,0.00,t,CLASSIC,f,3,t,2026-09-18,20,GOLD,MEDIUM
ACC_000233,CUST_00156,SAVINGS,ACTIVE,INR,2022-05-27,,BR192,Pune,521828.00,554320.79,0.00,0.00,t,CLASSIC,f,3,t,2026-08-23,19,GOLD,MEDIUM
ACC_000234,CUST_00157,NRE,ACTIVE,INR,2015-10-25,,BR147,Chennai,290867.00,291048.32,0.00,0.00,f,GOLD,f,1,t,2026-09-18,13,GOLD,LOW
ACC_000235,CUST_00158,SAVINGS,ACTIVE,INR,2019-02-12,,BR130,Bengaluru,441619.00,435551.76,0.00,0.00,f,GOLD,f,3,t,2026-09-06,29,SILVER,LOW
ACC_000236,CUST_00158,NRE,ACTIVE,INR,2019-02-12,,BR152,Bengaluru,767219.00,834530.84,0.00,0.00,t,GOLD,f,2,t,2026-09-07,19,GOLD,LOW
ACC_000237,CUST_00159,SAVINGS,ACTIVE,INR,2021-12-26,,BR156,Delhi,180769.00,150210.85,0.00,0.00,f,CLASSIC,f,2,t,2026-08-23,25,GOLD,LOW
ACC_000238,CUST_00159,SALARY,ACTIVE,INR,2021-12-26,,BR114,Delhi,876599.00,923606.33,0.00,0.00,f,GOLD,f,2,t,2026-09-10,11,GOLD,LOW
ACC_000239,CUST_00160,SAVINGS,ACTIVE,INR,2021-09-19,,BR147,Hyderabad,124873.00,116637.94,0.00,0.00,f,CLASSIC,f,2,t,2026-08-31,29,SILVER,LOW
ACC_000240,CUST_00161,NRE,ACTIVE,INR,2020-07-10,,BR126,Kolkata,521348.00,498300.70,0.00,0.00,f,CLASSIC,f,1,t,2026-09-05,18,SILVER,LOW
ACC_000241,CUST_00162,SALARY,ACTIVE,INR,2018-07-20,,BR102,Kolkata,115157.00,130072.10,0.00,0.00,t,GOLD,f,1,t,2026-08-24,26,SILVER,LOW
ACC_000242,CUST_00163,NRE,ACTIVE,INR,2019-08-03,,BR117,Chennai,56579.00,50501.73,0.00,0.00,f,GOLD,f,3,t,2026-08-28,18,SILVER,LOW
ACC_000243,CUST_00163,NRE,ACTIVE,INR,2019-08-03,,BR126,Chennai,526379.00,628648.83,0.00,0.00,f,GOLD,f,1,t,2026-09-08,20,SILVER,LOW
ACC_000244,CUST_00164,SAVINGS,ACTIVE,INR,2023-08-17,,BR174,Hyderabad,285357.00,315909.70,0.00,0.00,f,CLASSIC,f,2,t,2026-08-29,19,GOLD,LOW
ACC_000245,CUST_00164,SALARY,ACTIVE,INR,2023-08-17,,BR181,Hyderabad,224709.00,217567.22,0.00,0.00,t,GOLD,f,2,t,2026-09-12,23,GOLD,LOW
ACC_000246,CUST_00165,NRE,ACTIVE,INR,2015-07-14,,BR144,Chennai,30840.00,26657.66,0.00,0.00,t,GOLD,f,3,t,2026-09-09,24,GOLD,LOW
ACC_000247,CUST_00166,CURRENT,ACTIVE,INR,2015-11-28,,BR170,Pune,64669.00,74906.89,0.00,0.00,f,CLASSIC,f,1,t,2026-08-22,25,SILVER,LOW
ACC_000248,CUST_00166,SAVINGS,ACTIVE,INR,2015-11-28,,BR123,Pune,638863.00,690173.46,0.00,0.00,f,CLASSIC,f,2,t,2026-08-23,11,GOLD,LOW
ACC_000249,CUST_00167,SAVINGS,ACTIVE,INR,2023-11-04,,BR156,Bengaluru,91464.00,76461.08,0.00,0.00,t,CLASSIC,f,1,t,2026-08-24,9,GOLD,LOW
ACC_000250,CUST_00168,SALARY,ACTIVE,INR,2020-07-11,,BR190,Hyderabad,865707.00,780526.78,0.00,0.00,f,GOLD,f,2,t,2026-09-18,31,GOLD,LOW
ACC_000251,CUST_00168,CURRENT,ACTIVE,INR,2020-07-11,,BR197,Hyderabad,890479.00,887755.73,0.00,0.00,t,GOLD,f,1,t,2026-09-04,28,GOLD,LOW
ACC_000252,CUST_00169,SAVINGS,ACTIVE,INR,2023-02-19,,BR117,Bengaluru,867222.00,911829.15,0.00,0.00,f,CLASSIC,f,1,t,2026-09-15,27,GOLD,LOW
ACC_000253,CUST_00170,NRE,ACTIVE,INR,2015-08-20,,BR191,Bengaluru,88794.00,90556.51,0.00,0.00,f,CLASSIC,f,3,t,2026-09-06,10,SILVER,LOW
ACC_000254,CUST_00170,SALARY,ACTIVE,INR,2015-08-20,,BR136,Bengaluru,376089.00,411072.12,0.00,0.00,f,CLASSIC,f,3,t,2026-08-27,28,SILVER,LOW
ACC_000255,CUST_00171,NRE,ACTIVE,INR,2015-07-16,,BR133,Bengaluru,322459.00,354780.95,0.00,0.00,f,CLASSIC,f,1,t,2026-09-02,10,GOLD,LOW
ACC_000256,CUST_00171,SAVINGS,ACTIVE,INR,2015-07-16,,BR193,Bengaluru,422302.00,442324.82,0.00,0.00,f,CLASSIC,f,2,t,2026-08-29,15,SILVER,LOW
ACC_000257,CUST_00172,SAVINGS,ACTIVE,INR,2022-06-28,,BR117,Gurugram,508188.00,411797.55,0.00,0.00,t,GOLD,f,1,t,2026-08-28,9,GOLD,HIGH
ACC_000258,CUST_00172,CURRENT,ACTIVE,INR,2022-06-28,,BR136,Gurugram,777026.00,645904.21,0.00,0.00,t,GOLD,f,2,t,2026-09-02,8,GOLD,HIGH
ACC_000259,CUST_00173,SAVINGS,ACTIVE,INR,2015-04-15,,BR184,Kolkata,638007.00,693575.25,0.00,0.00,f,CLASSIC,f,1,t,2026-09-03,18,GOLD,LOW
ACC_000260,CUST_00174,SALARY,ACTIVE,INR,2019-04-11,,BR170,Bengaluru,369335.00,331839.31,0.00,0.00,f,CLASSIC,f,1,t,2026-08-31,10,SILVER,LOW
ACC_000261,CUST_00174,SALARY,ACTIVE,INR,2019-04-11,,BR160,Bengaluru,375705.00,399723.06,0.00,0.00,f,CLASSIC,f,3,t,2026-09-04,20,GOLD,LOW
ACC_000262,CUST_00175,NRE,ACTIVE,INR,2017-12-06,,BR155,Kolkata,496236.00,444269.51,0.00,0.00,f,GOLD,f,1,t,2026-09-19,28,GOLD,MEDIUM
ACC_000263,CUST_00176,NRE,ACTIVE,INR,2023-09-14,,BR147,Kolkata,52961.00,60668.93,0.00,0.00,f,GOLD,f,3,t,2026-08-21,25,SILVER,MEDIUM
ACC_000264,CUST_00176,NRE,ACTIVE,INR,2023-09-14,,BR167,Kolkata,741687.00,801685.84,0.00,0.00,f,CLASSIC,f,1,t,2026-08-27,29,SILVER,MEDIUM
ACC_000265,CUST_00177,SALARY,ACTIVE,INR,2016-04-13,,BR176,Bengaluru,637372.00,759041.87,0.00,0.00,f,GOLD,f,3,t,2026-08-30,20,GOLD,LOW
ACC_000266,CUST_00178,SALARY,ACTIVE,INR,2023-02-21,,BR133,Kolkata,295670.00,290592.02,0.00,0.00,f,GOLD,f,1,t,2026-09-08,24,GOLD,LOW
ACC_000267,CUST_00178,SAVINGS,ACTIVE,INR,2023-02-21,,BR112,Kolkata,502046.00,492146.56,0.00,0.00,f,GOLD,f,2,t,2026-09-19,17,GOLD,LOW
ACC_000268,CUST_00179,CURRENT,ACTIVE,INR,2015-11-13,,BR174,Delhi,26687.00,25284.96,0.00,0.00,f,GOLD,f,2,t,2026-08-30,10,GOLD,LOW
ACC_000269,CUST_00179,SALARY,ACTIVE,INR,2015-11-13,,BR117,Delhi,386171.00,457589.46,0.00,0.00,f,GOLD,f,3,t,2026-08-26,13,GOLD,LOW
ACC_000270,CUST_00180,NRE,ACTIVE,INR,2019-01-07,,BR117,Bengaluru,456566.00,395943.84,0.00,0.00,f,GOLD,f,3,t,2026-08-29,20,SILVER,LOW
ACC_000271,CUST_00181,SAVINGS,ACTIVE,INR,2015-12-20,,BR116,Hyderabad,826646.00,721564.97,0.00,0.00,f,CLASSIC,f,1,t,2026-08-26,24,GOLD,LOW
ACC_000272,CUST_00181,SAVINGS,ACTIVE,INR,2015-12-20,,BR136,Hyderabad,40873.00,40350.10,0.00,0.00,f,GOLD,f,2,t,2026-08-24,28,GOLD,LOW
ACC_000273,CUST_00182,SAVINGS,ACTIVE,INR,2022-09-12,,BR135,Mumbai,96476.00,81022.10,0.00,0.00,t,GOLD,f,2,t,2026-08-26,32,SILVER,MEDIUM
ACC_000274,CUST_00182,SAVINGS,ACTIVE,INR,2022-09-12,,BR139,Mumbai,201496.00,192931.00,0.00,0.00,f,GOLD,f,2,t,2026-08-23,10,GOLD,MEDIUM
ACC_000275,CUST_00183,CURRENT,ACTIVE,INR,2016-02-14,,BR129,Bengaluru,330644.00,350991.05,0.00,0.00,f,CLASSIC,f,2,t,2026-08-21,9,GOLD,MEDIUM
ACC_000276,CUST_00183,SAVINGS,ACTIVE,INR,2016-02-14,,BR121,Bengaluru,158691.00,158763.76,0.00,0.00,f,GOLD,f,1,t,2026-09-15,13,SILVER,MEDIUM
ACC_000277,CUST_00184,NRE,ACTIVE,INR,2020-09-19,,BR190,Mumbai,414452.00,454829.56,0.00,0.00,f,CLASSIC,f,2,t,2026-09-16,31,GOLD,LOW
ACC_000278,CUST_00184,CURRENT,ACTIVE,INR,2020-09-19,,BR173,Mumbai,592119.00,631593.86,0.00,0.00,f,CLASSIC,f,1,t,2026-09-18,21,SILVER,LOW
ACC_000279,CUST_00185,SALARY,ACTIVE,INR,2020-03-19,,BR121,Bengaluru,176517.00,188806.97,0.00,0.00,f,CLASSIC,f,1,t,2026-08-31,15,GOLD,LOW
ACC_000280,CUST_00186,NRE,ACTIVE,INR,2022-03-22,,BR195,Delhi,392180.00,314861.82,0.00,0.00,f,GOLD,f,2,t,2026-09-17,14,GOLD,MEDIUM
