transaction_id,account_id,customer_id,txn_timestamp,direction,amount,currency,channel,txn_type,counterparty_name,counterparty_account,counterparty_bank,counterparty_country,description,status
TXN_B0003158,ACC_000523,CUST_00357,2026-05-27 02:06:57.69658,CREDIT,1308.59,INR,NEFT,TRANSFER_IN,Croma Electronics,CPACC96856614,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000946,ACC_000393,CUST_00269,2026-05-27 03:00:57.69658,CREDIT,7242.94,INR,NEFT,TRANSFER_IN,HDFC Life Insurance,CPACC82378687,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005621,ACC_000675,CUST_00461,2026-05-27 03:40:57.69658,DEBIT,2802.46,INR,RTGS,PURCHASE,Bigbasket,CPACC42502337,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007324,ACC_000251,CUST_00168,2026-05-27 04:01:57.69658,DEBIT,782.33,INR,SWIFT,PURCHASE,Flipkart Internet Pvt Ltd,CPACC71772161,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003873,ACC_000394,CUST_00270,2026-05-27 04:03:57.69658,DEBIT,250.36,INR,BRANCH,PURCHASE,Flipkart Internet Pvt Ltd,CPACC12246339,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006607,ACC_000145,CUST_00097,2026-05-27 04:09:57.69658,DEBIT,189.34,INR,IMPS,PURCHASE,Indian Railways IRCTC,CPACC87068464,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005530,ACC_000523,CUST_00357,2026-05-27 04:28:57.69658,DEBIT,1479.85,INR,UPI,PURCHASE,HDFC Life Insurance,CPACC42971566,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002872,ACC_000130,CUST_00088,2026-05-27 04:39:57.69658,CREDIT,197.47,INR,BRANCH,TRANSFER_IN,Croma Electronics,CPACC18563929,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005952,ACC_000650,CUST_00445,2026-05-27 04:50:57.69658,DEBIT,5129.05,INR,NEFT,PURCHASE,Bharat Petroleum,CPACC42674512,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001703,ACC_000521,CUST_00355,2026-05-27 04:54:57.69658,CREDIT,5606.41,INR,SWIFT,TRANSFER_IN,Bharat Petroleum,CPACC48325013,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006467,ACC_000099,CUST_00064,2026-05-27 05:06:57.69658,CREDIT,639.53,INR,NEFT,TRANSFER_IN,Apollo Hospitals,CPACC92120098,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006118,ACC_000033,CUST_00019,2026-05-27 05:39:57.69658,CREDIT,5164.37,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC54399770,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008511,ACC_000606,CUST_00412,2026-05-27 05:45:57.69658,DEBIT,21480.17,INR,NEFT,PURCHASE,Indian Railways IRCTC,CPACC20259302,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005311,ACC_000635,CUST_00433,2026-05-27 07:19:57.69658,CREDIT,12817.77,INR,SWIFT,TRANSFER_IN,Bigbasket,CPACC51650604,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002134,ACC_000293,CUST_00196,2026-05-27 07:31:57.69658,DEBIT,5646.74,INR,BRANCH,PURCHASE,Indian Railways IRCTC,CPACC28855906,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003243,ACC_000248,CUST_00166,2026-05-27 07:45:57.69658,CREDIT,748.59,INR,NEFT,TRANSFER_IN,HDFC Life Insurance,CPACC67724790,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000848,ACC_000654,CUST_00447,2026-05-27 08:27:57.69658,DEBIT,9838.40,INR,UPI,PURCHASE,Indian Railways IRCTC,CPACC22756151,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001736,ACC_000288,CUST_00193,2026-05-27 09:08:57.69658,CREDIT,163.43,INR,BRANCH,TRANSFER_IN,HDFC Life Insurance,CPACC53558459,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006185,ACC_000400,CUST_00275,2026-05-27 09:39:57.69658,DEBIT,1182.98,INR,IMPS,PURCHASE,Bigbasket,CPACC90159246,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000625,ACC_000340,CUST_00230,2026-05-27 10:00:57.69658,DEBIT,2388.01,INR,RTGS,PURCHASE,Apollo Hospitals,CPACC25219026,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009382,ACC_000617,CUST_00421,2026-05-27 10:12:57.69658,DEBIT,828.95,INR,ATM,PURCHASE,Flipkart Internet Pvt Ltd,CPACC42240395,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008572,ACC_000394,CUST_00270,2026-05-27 10:23:57.69658,DEBIT,487.60,INR,SWIFT,PURCHASE,HDFC Life Insurance,CPACC48324701,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008236,ACC_000666,CUST_00456,2026-05-27 10:26:57.69658,DEBIT,189.46,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC65732234,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005507,ACC_000235,CUST_00158,2026-05-27 11:25:57.69658,DEBIT,12843.35,INR,ATM,PURCHASE,Reliance Retail Ltd,CPACC77829401,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006028,ACC_000643,CUST_00438,2026-05-27 11:47:57.69658,DEBIT,730.07,INR,RTGS,PURCHASE,Zomato Ltd,CPACC63596552,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000637,ACC_000682,CUST_00466,2026-05-27 11:50:57.69658,DEBIT,12801.67,INR,NEFT,PURCHASE,Zomato Ltd,CPACC45800346,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008679,ACC_000717,CUST_00488,2026-05-27 11:54:57.69658,DEBIT,1453.86,INR,RTGS,PURCHASE,Zomato Ltd,CPACC95141735,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000847,ACC_000175,CUST_00114,2026-05-27 11:57:57.69658,DEBIT,22102.59,INR,ATM,PURCHASE,Croma Electronics,CPACC43758778,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005593,ACC_000086,CUST_00055,2026-05-27 12:19:57.69658,DEBIT,5901.64,INR,RTGS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC54647835,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001342,ACC_000036,CUST_00022,2026-05-27 12:55:57.69658,DEBIT,420.58,INR,IMPS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC71710297,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003502,ACC_000544,CUST_00369,2026-05-27 13:20:57.69658,DEBIT,1671.13,INR,UPI,PURCHASE,Indian Railways IRCTC,CPACC78779876,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005794,ACC_000022,CUST_00013,2026-05-27 14:00:57.69658,CREDIT,360.51,INR,BRANCH,TRANSFER_IN,HDFC Life Insurance,CPACC55149018,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005619,ACC_000331,CUST_00224,2026-05-27 14:10:57.69658,DEBIT,362.59,INR,ATM,PURCHASE,Indian Railways IRCTC,CPACC53658620,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008609,ACC_000451,CUST_00311,2026-05-27 14:30:57.69658,DEBIT,24448.42,INR,IMPS,PURCHASE,Bigbasket,CPACC86259958,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009002,ACC_000707,CUST_00482,2026-05-27 14:50:57.69658,DEBIT,26644.36,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC70797572,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001386,ACC_000277,CUST_00184,2026-05-27 14:56:57.69658,CREDIT,2337.93,INR,RTGS,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC52669843,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007765,ACC_000257,CUST_00172,2026-05-27 15:15:57.69658,DEBIT,6924.92,INR,SWIFT,PURCHASE,Indian Railways IRCTC,CPACC48757071,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004927,ACC_000200,CUST_00131,2026-05-27 15:16:57.69658,DEBIT,3181.32,INR,ATM,PURCHASE,Apollo Hospitals,CPACC33278637,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007074,ACC_000238,CUST_00159,2026-05-27 15:26:57.69658,CREDIT,5428.38,INR,ATM,TRANSFER_IN,Zomato Ltd,CPACC03870047,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006281,ACC_000501,CUST_00342,2026-05-27 15:30:57.69658,DEBIT,350.01,INR,SWIFT,PURCHASE,Bharat Petroleum,CPACC90253809,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001641,ACC_000627,CUST_00429,2026-05-27 15:36:57.69658,DEBIT,1215.58,INR,IMPS,PURCHASE,Apollo Hospitals,CPACC80852939,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005720,ACC_000048,CUST_00029,2026-05-27 15:48:57.69658,CREDIT,1342.55,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC96873182,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001440,ACC_000437,CUST_00301,2026-05-27 15:48:57.69658,CREDIT,16051.00,INR,IMPS,TRANSFER_IN,Zomato Ltd,CPACC74819717,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006646,ACC_000247,CUST_00166,2026-05-27 15:54:57.69658,DEBIT,1367.38,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC78749028,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003074,ACC_000185,CUST_00122,2026-05-27 15:57:57.69658,CREDIT,1403.08,INR,IMPS,TRANSFER_IN,Bharat Petroleum,CPACC57492941,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004651,ACC_000676,CUST_00462,2026-05-27 16:39:57.69658,CREDIT,8905.20,INR,RTGS,TRANSFER_IN,Reliance Retail Ltd,CPACC22145318,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009252,ACC_000581,CUST_00394,2026-05-27 16:42:57.69658,DEBIT,937.52,INR,NEFT,PURCHASE,Croma Electronics,CPACC83039964,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001087,ACC_000171,CUST_00112,2026-05-27 16:44:57.69658,DEBIT,335.83,INR,SWIFT,PURCHASE,Zomato Ltd,CPACC11858699,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005183,ACC_000266,CUST_00178,2026-05-27 16:53:57.69658,DEBIT,340.76,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC85646518,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009081,ACC_000055,CUST_00034,2026-05-27 16:56:57.69658,DEBIT,158.84,INR,IMPS,PURCHASE,Croma Electronics,CPACC38769930,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006005,ACC_000520,CUST_00354,2026-05-27 17:06:57.69658,CREDIT,1806.81,INR,ATM,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC55435030,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005508,ACC_000009,CUST_00005,2026-05-27 17:29:57.69658,CREDIT,263.56,INR,IMPS,TRANSFER_IN,Tata Consultancy Services,CPACC86058453,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002586,ACC_000402,CUST_00277,2026-05-27 17:47:57.69658,DEBIT,1707.10,INR,IMPS,PURCHASE,Apollo Hospitals,CPACC91821192,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000363,ACC_000286,CUST_00191,2026-05-27 18:07:57.69658,CREDIT,738.12,INR,ATM,TRANSFER_IN,Bharat Petroleum,CPACC56089460,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003145,ACC_000494,CUST_00338,2026-05-27 18:17:57.69658,CREDIT,1674.37,INR,IMPS,TRANSFER_IN,HDFC Life Insurance,CPACC04528123,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006074,ACC_000292,CUST_00195,2026-05-27 18:48:57.69658,DEBIT,2225.11,INR,SWIFT,PURCHASE,Reliance Retail Ltd,CPACC16687598,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004871,ACC_000416,CUST_00288,2026-05-27 18:59:57.69658,CREDIT,21064.34,INR,ATM,TRANSFER_IN,Bharat Petroleum,CPACC06196593,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000184,ACC_000443,CUST_00305,2026-05-27 19:08:57.69658,DEBIT,15247.30,INR,IMPS,PURCHASE,HDFC Life Insurance,CPACC46835674,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001940,ACC_000178,CUST_00116,2026-05-27 19:16:57.69658,DEBIT,247.66,INR,RTGS,PURCHASE,Flipkart Internet Pvt Ltd,CPACC36823678,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002702,ACC_000266,CUST_00178,2026-05-27 19:40:57.69658,DEBIT,9480.57,INR,UPI,PURCHASE,Indian Railways IRCTC,CPACC81780911,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002045,ACC_000089,CUST_00057,2026-05-27 19:57:57.69658,CREDIT,6652.39,INR,RTGS,TRANSFER_IN,Apollo Hospitals,CPACC77719006,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006764,ACC_000002,CUST_00001,2026-05-27 20:01:57.69658,CREDIT,5297.55,INR,SWIFT,TRANSFER_IN,Indian Railways IRCTC,CPACC81394901,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009372,ACC_000015,CUST_00009,2026-05-27 20:05:57.69658,DEBIT,277.91,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC37000494,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004397,ACC_000202,CUST_00132,2026-05-27 20:18:57.69658,CREDIT,26209.70,INR,UPI,TRANSFER_IN,Reliance Retail Ltd,CPACC85522660,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005539,ACC_000641,CUST_00437,2026-05-27 20:39:57.69658,DEBIT,2211.14,INR,ATM,PURCHASE,Tata Consultancy Services,CPACC19653849,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008939,ACC_000664,CUST_00455,2026-05-27 21:03:57.69658,DEBIT,905.23,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC27534753,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003902,ACC_000391,CUST_00268,2026-05-27 21:09:57.69658,DEBIT,274.84,INR,BRANCH,PURCHASE,Apollo Hospitals,CPACC31426159,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005394,ACC_000174,CUST_00114,2026-05-27 21:16:57.69658,DEBIT,3026.98,INR,ATM,PURCHASE,Apollo Hospitals,CPACC84499859,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008696,ACC_000050,CUST_00030,2026-05-27 21:20:57.69658,DEBIT,6703.08,INR,BRANCH,PURCHASE,Bharat Petroleum,CPACC93785866,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008004,ACC_000382,CUST_00262,2026-05-27 22:46:57.69658,DEBIT,645.80,INR,IMPS,PURCHASE,Bharat Petroleum,CPACC12670465,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001950,ACC_000532,CUST_00362,2026-05-27 23:38:57.69658,CREDIT,544.26,INR,BRANCH,TRANSFER_IN,Indian Railways IRCTC,CPACC32175172,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005739,ACC_000298,CUST_00199,2026-05-27 23:48:57.69658,DEBIT,651.84,INR,NEFT,PURCHASE,Tata Consultancy Services,CPACC50571709,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005907,ACC_000010,CUST_00006,2026-05-28 00:12:57.69658,DEBIT,2585.75,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC86474403,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003002,ACC_000004,CUST_00003,2026-05-28 00:24:57.69658,CREDIT,4832.38,INR,UPI,TRANSFER_IN,Apollo Hospitals,CPACC25454109,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002110,ACC_000429,CUST_00297,2026-05-28 00:28:57.69658,CREDIT,3393.62,INR,NEFT,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC84068830,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008608,ACC_000316,CUST_00213,2026-05-28 00:37:57.69658,DEBIT,15485.94,INR,NEFT,PURCHASE,Croma Electronics,CPACC39645346,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000313,ACC_000547,CUST_00372,2026-05-28 00:38:57.69658,DEBIT,335.09,INR,IMPS,PURCHASE,Bharat Petroleum,CPACC70083934,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002180,ACC_000313,CUST_00211,2026-05-28 00:39:57.69658,DEBIT,19326.11,INR,NEFT,PURCHASE,Croma Electronics,CPACC01985130,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000984,ACC_000154,CUST_00103,2026-05-28 01:15:57.69658,DEBIT,7385.23,INR,NEFT,PURCHASE,Flipkart Internet Pvt Ltd,CPACC36432553,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009389,ACC_000170,CUST_00111,2026-05-28 01:17:57.69658,CREDIT,2084.90,INR,UPI,TRANSFER_IN,Apollo Hospitals,CPACC80165199,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004908,ACC_000313,CUST_00211,2026-05-28 02:29:57.69658,CREDIT,4908.88,INR,NEFT,TRANSFER_IN,Indian Railways IRCTC,CPACC03289922,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003244,ACC_000409,CUST_00284,2026-05-28 02:49:57.69658,DEBIT,4627.85,INR,RTGS,PURCHASE,Reliance Retail Ltd,CPACC49375692,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000694,ACC_000305,CUST_00203,2026-05-28 03:06:57.69658,DEBIT,6720.30,INR,IMPS,PURCHASE,Tata Consultancy Services,CPACC22117787,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001200,ACC_000263,CUST_00176,2026-05-28 03:13:57.69658,CREDIT,2775.97,INR,BRANCH,TRANSFER_IN,Apollo Hospitals,CPACC53501112,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004184,ACC_000543,CUST_00369,2026-05-28 03:54:57.69658,DEBIT,733.92,INR,RTGS,PURCHASE,Tata Consultancy Services,CPACC07865363,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004970,ACC_000424,CUST_00293,2026-05-28 04:12:57.69658,CREDIT,456.97,INR,ATM,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC59250607,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002295,ACC_000111,CUST_00073,2026-05-28 04:21:57.69658,DEBIT,11398.34,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC77810088,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007901,ACC_000085,CUST_00055,2026-05-28 04:26:57.69658,CREDIT,281.88,INR,ATM,TRANSFER_IN,HDFC Life Insurance,CPACC07938418,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002403,ACC_000250,CUST_00168,2026-05-28 04:46:57.69658,DEBIT,266.60,INR,UPI,PURCHASE,Indian Railways IRCTC,CPACC25838488,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008241,ACC_000493,CUST_00337,2026-05-28 04:52:57.69658,CREDIT,2282.00,INR,IMPS,TRANSFER_IN,Tata Consultancy Services,CPACC99119914,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001702,ACC_000225,CUST_00150,2026-05-28 04:52:57.69658,DEBIT,2700.68,INR,UPI,PURCHASE,Bharat Petroleum,CPACC34865805,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003377,ACC_000361,CUST_00244,2026-05-28 04:58:57.69658,DEBIT,10958.37,INR,BRANCH,PURCHASE,HDFC Life Insurance,CPACC09926986,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007392,ACC_000458,CUST_00315,2026-05-28 05:20:57.69658,CREDIT,25810.75,INR,BRANCH,TRANSFER_IN,HDFC Life Insurance,CPACC84310191,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007341,ACC_000341,CUST_00230,2026-05-28 05:38:57.69658,DEBIT,288.45,INR,ATM,PURCHASE,Bigbasket,CPACC80594424,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001104,ACC_000592,CUST_00402,2026-05-28 05:56:57.69658,DEBIT,4586.61,INR,IMPS,PURCHASE,HDFC Life Insurance,CPACC24608438,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005060,ACC_000553,CUST_00376,2026-05-28 06:15:57.69658,CREDIT,20561.25,INR,ATM,TRANSFER_IN,Zomato Ltd,CPACC82921412,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006534,ACC_000660,CUST_00452,2026-05-28 06:24:57.69658,DEBIT,241.78,INR,SWIFT,PURCHASE,HDFC Life Insurance,CPACC58135815,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003991,ACC_000515,CUST_00351,2026-05-28 06:29:57.69658,CREDIT,2855.55,INR,ATM,TRANSFER_IN,HDFC Life Insurance,CPACC41036006,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004117,ACC_000695,CUST_00474,2026-05-28 06:58:57.69658,CREDIT,8143.73,INR,RTGS,TRANSFER_IN,Bharat Petroleum,CPACC82740888,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008295,ACC_000044,CUST_00027,2026-05-28 07:01:57.69658,DEBIT,5228.24,INR,NEFT,PURCHASE,Apollo Hospitals,CPACC32934854,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008830,ACC_000035,CUST_00021,2026-05-28 07:18:57.69658,CREDIT,378.57,INR,NEFT,TRANSFER_IN,Indian Railways IRCTC,CPACC34973468,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004270,ACC_000221,CUST_00147,2026-05-28 08:33:57.69658,DEBIT,192.24,INR,ATM,PURCHASE,Reliance Retail Ltd,CPACC41969307,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001699,ACC_000469,CUST_00323,2026-05-28 08:33:57.69658,DEBIT,15226.23,INR,IMPS,PURCHASE,Reliance Retail Ltd,CPACC96675121,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004014,ACC_000697,CUST_00476,2026-05-28 08:54:57.69658,DEBIT,498.77,INR,IMPS,PURCHASE,Tata Consultancy Services,CPACC83254191,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005557,ACC_000690,CUST_00471,2026-05-28 09:00:57.69658,DEBIT,29949.52,INR,UPI,PURCHASE,Bharat Petroleum,CPACC32570951,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004872,ACC_000623,CUST_00425,2026-05-28 09:32:57.69658,DEBIT,2961.86,INR,IMPS,PURCHASE,Zomato Ltd,CPACC47211590,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005742,ACC_000262,CUST_00175,2026-05-28 09:41:57.69658,CREDIT,1142.76,INR,ATM,TRANSFER_IN,Bigbasket,CPACC08559469,HDFC Bank,IN,Routine activity,POSTED
TXN_B0005399,ACC_000629,CUST_00430,2026-05-28 10:20:57.69658,DEBIT,20113.79,INR,UPI,PURCHASE,Zomato Ltd,CPACC99631020,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007541,ACC_000057,CUST_00036,2026-05-28 10:20:57.69658,CREDIT,2413.93,INR,RTGS,TRANSFER_IN,Indian Railways IRCTC,CPACC84350368,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001110,ACC_000480,CUST_00330,2026-05-28 10:20:57.69658,DEBIT,2956.33,INR,BRANCH,PURCHASE,Tata Consultancy Services,CPACC67986975,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003895,ACC_000244,CUST_00164,2026-05-28 10:42:57.69658,DEBIT,1373.43,INR,ATM,PURCHASE,Flipkart Internet Pvt Ltd,CPACC34612237,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006694,ACC_000011,CUST_00006,2026-05-28 10:43:57.69658,CREDIT,1036.43,INR,NEFT,TRANSFER_IN,Apollo Hospitals,CPACC91495946,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002216,ACC_000131,CUST_00088,2026-05-28 11:22:57.69658,DEBIT,309.73,INR,BRANCH,PURCHASE,Bharat Petroleum,CPACC74835808,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002658,ACC_000134,CUST_00090,2026-05-28 11:28:57.69658,DEBIT,1069.52,INR,IMPS,PURCHASE,Indian Railways IRCTC,CPACC97841301,HDFC Bank,IN,Routine activity,POSTED
TXN_B0000887,ACC_000252,CUST_00169,2026-05-28 12:45:57.69658,CREDIT,3379.16,INR,ATM,TRANSFER_IN,Zomato Ltd,CPACC15565107,HDFC Bank,IN,Routine activity,POSTED
TXN_B0006388,ACC_000526,CUST_00358,2026-05-28 12:59:57.69658,DEBIT,12558.46,INR,IMPS,PURCHASE,HDFC Life Insurance,CPACC00679609,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008377,ACC_000684,CUST_00467,2026-05-28 13:16:57.69658,DEBIT,1246.20,INR,SWIFT,PURCHASE,Indian Railways IRCTC,CPACC91719728,HDFC Bank,IN,Routine activity,POSTED
TXN_B0002849,ACC_000425,CUST_00294,2026-05-28 13:56:57.69658,DEBIT,1437.73,INR,ATM,PURCHASE,HDFC Life Insurance,CPACC43299399,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008526,ACC_000696,CUST_00475,2026-05-28 13:59:57.69658,CREDIT,2921.47,INR,SWIFT,TRANSFER_IN,Apollo Hospitals,CPACC21750764,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008964,ACC_000032,CUST_00019,2026-05-28 14:32:57.69658,DEBIT,1348.90,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC83942669,HDFC Bank,IN,Routine activity,POSTED
TXN_B0007768,ACC_000528,CUST_00359,2026-05-28 14:58:57.69658,DEBIT,583.08,INR,UPI,PURCHASE,Zomato Ltd,CPACC92795200,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009403,ACC_000128,CUST_00086,2026-05-28 15:00:57.69658,DEBIT,1367.85,INR,NEFT,PURCHASE,Zomato Ltd,CPACC04466071,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004642,ACC_000241,CUST_00162,2026-05-28 15:03:57.69658,DEBIT,23313.08,INR,SWIFT,PURCHASE,Bharat Petroleum,CPACC89604414,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001100,ACC_000133,CUST_00090,2026-05-28 15:37:57.69658,CREDIT,14457.61,INR,RTGS,TRANSFER_IN,Flipkart Internet Pvt Ltd,CPACC04765710,HDFC Bank,IN,Routine activity,POSTED
TXN_B0001281,ACC_000027,CUST_00016,2026-05-28 15:47:57.69658,DEBIT,201.51,INR,RTGS,PURCHASE,Apollo Hospitals,CPACC45724059,HDFC Bank,IN,Routine activity,POSTED
TXN_B0004260,ACC_000563,CUST_00381,2026-05-28 16:42:57.69658,CREDIT,191.67,INR,UPI,TRANSFER_IN,HDFC Life Insurance,CPACC89455018,HDFC Bank,IN,Routine activity,POSTED
TXN_B0003663,ACC_000687,CUST_00469,2026-05-28 16:49:57.69658,DEBIT,8425.56,INR,IMPS,PURCHASE,Zomato Ltd,CPACC97315783,HDFC Bank,IN,Routine activity,POSTED
TXN_B0009199,ACC_000361,CUST_00244,2026-05-28 17:02:57.69658,DEBIT,6778.14,INR,NEFT,PURCHASE,Croma Electronics,CPACC22878751,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008538,ACC_000047,CUST_00029,2026-05-28 18:03:57.69658,DEBIT,1213.11,INR,SWIFT,PURCHASE,Croma Electronics,CPACC98947120,HDFC Bank,IN,Routine activity,POSTED
TXN_B0008841,ACC_000328,CUST_00221,2026-05-28 18:08:57.69658,DEBIT,2137.86,INR,RTGS,PURCHASE,Indian Railways IRCTC,CPACC61053389,HDFC Bank,IN,Routine activity,POSTED
